number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
6131,Автобус,Остановка,УЛ. ЛЕНИ ГОЛИКОВА,УЛ. ЛЕНИ ГОЛИКОВА,"пр. Народного Ополчения, ул. Лени Голикова","18,18А,89,","59.832625,30.254209"
6132,Автобус,Остановка,"УЛ. ЛЕНИ ГОЛИКОВА [130, 145]",УЛ. ЛЕНИ ГОЛИКОВА,"Ветеранов пр., Лени Голикова ул.","1М,1МБ,68,81,88,130,145,145А,162,","59.839957,30.237589"
6133,Автобус,Остановка,"УЛ. ЛЕНИ ГОЛИКОВА [130, 145]<",УЛ. ЛЕНИ ГОЛИКОВА,"Ветеранов пр., Лени Голикова ул.","1М,1МБ,68,81,88,130,145,145А,162,","59.840316,30.239331"
6134,Автобус,Остановка,"УЛ. ЛЕНИ ГОЛИКОВА [18,89]",УЛ. ЛЕНИ ГОЛИКОВА,"Народного Ополчения пр., Лени Голикова ул.","18,18А,89,","59.831885,30.253311"
6135,Автобус,Остановка,"УЛ. ЛЕНИ ГОЛИКОВА [20, 200, 210]",УЛ. ЛЕНИ ГОЛИКОВА,"пр. Стачек, ул. Лени Голикова","20,108,200,210,484,487,","59.848283,30.226819"
6136,Автобус,Остановка,"УЛ. ЛЕНИ ГОЛИКОВА [20, 200, 210]<",УЛ. ЛЕНИ ГОЛИКОВА,"Стачек пр., Лени Голикова ул.","20,108,200,210,484,487,","59.848580,30.228712"
6137,Троллейбус,Остановка,Ул. Лёни Голикова ,Ул. Лёни Голикова,"проспект Ветеранов, улица Лёни Голикова","20,29,37,44,","59.839950,30.237600"
6138,Троллейбус,Остановка,Ул. Лёни Голикова ,Ул. Лёни Голикова,"проспект Ветеранов, улица Лёни Голикова","20,29,37,44,","59.840290,30.239040"
6139,Трамвай,Остановка,Ул. Лёни Голикова ,Ул. Лёни Голикова,"проспект Стачек, улица Лёни Голикова","36,41,52,","59.848370,30.227430"
6140,Трамвай,Остановка,Ул. Лёни Голикова ,Ул. Лёни Голикова,"проспект Стачек, ул. Лёни Голикова","36,41,52,","59.848600,30.227650"
6141,Автобус,Остановка,УЛ. ЛЕНИНА,УЛ. ЛЕНИНА,"улица Ленина, 2-й Бадаевский проезд",197,"59.811676,30.418337"
6142,Автобус,Остановка,УЛ. ЛЕНИНА [128],УЛ. ЛЕНИНА,"Большая Пушкарская улица, улица Подковырова","1,10,К-10,25,К-30,46,К-127,128,К-175,185,К-252,К-346,","59.961429,30.308050"
6143,Автобус,Остановка,УЛ. ЛЕНИНА [128]<,УЛ. ЛЕНИНА,"Большой проспект П.С., улица Ленина","10,К-10,25,К-30,К-32,46,К-127,128,К-175,185,К-252,К-346,","59.961720,30.305150"
6144,Автобус,Остановка,УЛ. ЛЕНИНА 21,УЛ. ЛЕНИНА 21,"улица Ленина, Автозаводская улица",197,"59.810185,30.420619"
6145,Автобус,Остановка,УЛ. ЛЕНИНА УГ. ЧКАЛОВСКОГО ПР. [1],УЛ. ЛЕНИНА УГ. ЧКАЛОВСКОГО ПР.,"Ленина ул., Чкаловский пр.","1,185,","59.964495,30.298121"
6146,Автобус,Остановка,УЛ. ЛЕНИНА УГ. ЧКАЛОВСКОГО ПР. [1]<,УЛ. ЛЕНИНА УГ. ЧКАЛОВСКОГО ПР.,"Ленина ул., Полозова ул.","1,191,","59.964361,30.298861"
6147,Автобус,Остановка,"УЛ. ЛЕНИНА, УГ. ЧКАЛОВСКОГО ПР. []","УЛ. ЛЕНИНА, УГ. ЧКАЛОВСКОГО ПР.","Чкаловский проспект, улица Ленина",191,"59.965090,30.297760"
6148,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА [11, 31, 50, 114]",УЛ. ЛЕНСОВЕТА,"Типанова ул., Ленсовета ул.","2М,2МА,11,31,50,59,114,141,","59.851964,30.331701"
6149,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА [11, 31, 50, 114]<",УЛ. ЛЕНСОВЕТА,"Типанова ул., Ленсовета ул.","2М,2МА,11,31,50,59,114,141,","59.852508,30.330855"
6150,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА, 53","УЛ. ЛЕНСОВЕТА, 53","улица Ленсовета, улица Орджоникидзе","16,50,","59.842259,30.331834"
6151,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА, 53","УЛ. ЛЕНСОВЕТА, 53",улица Ленсовета,"16,50,","59.841499,30.332438"
6152,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА, 90","УЛ. ЛЕНСОВЕТА, 90","улица Ленсовета, Дунайский проспект","34,50,64,64А,116,141,179,186,190,192,К-201,К-296,К-296А,","59.832497,30.350009"
6153,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА,75 [50]","УЛ. ЛЕНСОВЕТА,75","Ленсовета ул., пр. Юрия Гагарина","2М,2МА,","59.838213,30.339264"
6154,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА,87 [50]","УЛ. ЛЕНСОВЕТА,87",Ленсовета ул.,"2М,2МА,50,59,","59.836041,30.343313"
6155,Автобус,Остановка,"УЛ. ЛЕНСОВЕТА,87 [50]<","УЛ. ЛЕНСОВЕТА,87",Ленсовета ул.,"2М,2МА,50,59,","59.835721,30.343406"
6156,Автобус,Остановка,УЛ. ЛЕРМОНТОВА,УЛ. ЛЕРМОНТОВА,"Таллинское ш., Лермонтова ул.","145,165,446,481,482,482В,484,547,","59.722469,30.071298"
6157,Автобус,Остановка,"УЛ. ЛЕРМОНТОВА [145, 165, 484, 484б, 482, 482а, 482в]<",УЛ. ЛЕРМОНТОВА,"Таллинское ш., Лермонтова ул.","144,145,165,446,481,482,482В,484,547,","59.722645,30.072789"
6158,Автобус,Остановка,УЛ. ЛЁТЧИКА ПАРШИНА,УЛ. ЛЁТЧИКА ПАРШИНА,"Парашютная улица, улица Лётчика Паршина","180,194,","60.048543,30.232659"
6159,Автобус,Остановка,УЛ. ЛЁТЧИКА ПАРШИНА,УЛ. ЛЁТЧИКА ПАРШИНА,"Парашютная улица, улица Лётчика Паршина","135,171,180,194,","60.047701,30.232549"
6160,Автобус,Остановка,"УЛ. ЛЕТЧИКА ПИЛЮТОВА [68,163,229]",УЛ. ЛЕТЧИКА ПИЛЮТОВА,"Ветеранов пр., Лётчика Пилютова ул.","68,163,","59.835517,30.139585"
6161,Автобус,Остановка,"УЛ. ЛЕТЧИКА ПИЛЮТОВА [68,163,229]",УЛ. ЛЕТЧИКА ПИЛЮТОВА,"Ветеранов пр., Лётчика Пилютова ул.","68,163,","59.835294,30.141023"
6162,Троллейбус,Остановка,Ул. Лётчика Пилютова ,Ул. Лётчика Пилютова,"проспект Ветеранов, улица Лётчика Пилютова","37,46,","59.835320,30.141020"
6163,Троллейбус,Остановка,Ул. Лётчика Пилютова ,Ул. Лётчика Пилютова,"проспект Ветеранов, улица Лётчика Пилютова","37,46,","59.835490,30.139470"
6164,Трамвай,Остановка,Ул. Лётчика Пилютова ,Ул. Лётчика Пилютова,"проспект Ветеранов, ул. Лётчика Пилютова",52,"59.835630,30.141140"
6165,Автобус,Временная,ул. Лётчика Пилютова д.12,ул. Лётчика Пилютова д.12,"улица Лётчика Пилютова, Рогачевский переулок","К-184,","59.841906,30.140335"
6166,Трамвай,Остановка,"Ул. Лётчика Пилютова, 46 ","Ул. Лётчика Пилютова, 46","Лётчика Пилютова ул., 2-я Комсомольская ул.",52,"59.831040,30.139940"
6167,Трамвай,Остановка,"Ул. Лётчика Пилютова, 50 ","Ул. Лётчика Пилютова, 50","Лётчика Пилютова ул., 2-я Комсомольская ул.",52,"59.827022,30.139910"
6168,Автобус,Остановка,УЛ. ЛЕТЧИКА ТИХОМИРОВА,УЛ. ЛЕТЧИКА ТИХОМИРОВА,"улица Адмирала Черокова, улица Лётчика Тихомирова","К-35,160,","59.854612,30.140450"
6169,Автобус,Остановка,УЛ. ЛЕТЧИКА ТИХОМИРОВА,УЛ. ЛЕТЧИКА ТИХОМИРОВА,"улица Адмирала Черокова, улица Лётчика Тихомирова",300,"59.854080,30.139480"
6170,Троллейбус,Остановка,УЛ. ЛЕТЧИКА ТИХОМИРОВА,УЛ. ЛЕТЧИКА ТИХОМИРОВА,"улица Адмирала Черокова, улица Лётчика Тихомирова",41,"59.854908,30.140363"
6171,Автобус,Остановка,"УЛ. ЛИТКЕ [2Кр,3Кр]",УЛ. ЛИТКЕ,"ул. Литке, ул. Станюковича","2КР,3Кр,","60.009113,29.725895"
6172,Автобус,Остановка,УЛ. ЛИТОВСКАЯ,УЛ. ЛИТОВСКАЯ,"Большой Сампсониевский проспект, Литовская улица",86,"59.977212,30.338331"
6173,Автобус,Остановка,УЛ. ЛОМОНОСОВА [],УЛ. ЛОМОНОСОВА,"Садовая ул., Ломоносова ул.","2М,2МА,4М,4МБ,49,181,","59.931291,30.328242"
6174,Автобус,Остановка,УЛ. ЛОМОНОСОВА [],УЛ. ЛОМОНОСОВА,"Садовая ул., ул. Ломоносова","2М,49,181,","59.931944,30.330278"
6175,Автобус,Остановка,УЛ. ЛОМОНОСОВА 19,УЛ. ЛОМОНОСОВА 19,"Ломоносовская ул., ул. архитектора Данини",373,"59.694941,30.412859"
6176,Автобус,Остановка,"УЛ. ЛОМОНОСОВА, 19","УЛ. ЛОМОНОСОВА, 19","Ломоносовская ул., ул. архитектора Данини",373,"59.694924,30.413331"
6177,Автобус,Остановка,"УЛ. ЛОМОНОСОВА, 19","УЛ. ЛОМОНОСОВА, 19","улица Ломоносова, улица Архитектора Данини",372,"59.695725,30.412727"
6178,Автобус,Остановка,"УЛ. ЛОМОНОСОВА, 47","УЛ. ЛОМОНОСОВА, 47","Ломоносовская ул., Кедринская ул.","372,373,","59.698051,30.410552"
6179,Автобус,Остановка,"УЛ. ЛОМОНОСОВА, 47","УЛ. ЛОМОНОСОВА, 47","Ломоносовская ул., Кедринская ул.","372,373,","59.698200,30.410949"
6180,Автобус,Временная,УЛ. ЛОПАТИНА,УЛ. ЛОПАТИНА,"ул. Подвойского, ул. Лопатина","К-161,К-485,","59.919043,30.501244"
6181,Автобус,Остановка,УЛ. МАРИНЕСКО [66],УЛ. МАРИНЕСКО,"Автовская ул., Маринеско ул.",66,"59.867960,30.268300"
6182,Автобус,Остановка,УЛ. МАРИНЕСКО [66]<,УЛ. МАРИНЕСКО,"Автовская ул., Маринеско ул.",66,"59.867520,30.267181"
6183,Автобус,Остановка,УЛ. МАРТЫНОВА,УЛ. МАРТЫНОВА,"улица Мартынова, проспект Ленина","1Кр,","59.990726,29.759974"
6184,Автобус,Остановка,УЛ. МАРТЫНОВА,УЛ. МАРТЫНОВА,"проспект Ленина, улица Мартынова","3Кр,","59.991159,29.761118"
6185,Автобус,Остановка,УЛ. МАРТЫНОВА,УЛ. МАРТЫНОВА,"проспект Ленина, улица Мартынова","1Кр,3Кр,","59.990706,29.761200"
6186,Автобус,Остановка,УЛ. МАРШАЛА ГОВОРОВА,УЛ. МАРШАЛА ГОВОРОВА,"Васи Алексеева ул., Маршала Говорова ул.","73,111,","59.879145,30.266583"
6187,Автобус,Остановка,УЛ. МАРШАЛА ГОВОРОВА,УЛ. МАРШАЛА ГОВОРОВА,"ул. Маршала Говорова, ул. Васи Алексеева","72,111,","59.878400,30.266670"
6188,Троллейбус,Остановка,Ул. Маршала Говорова ,Ул. Маршала Говорова,"улица Васи Алексеева, улица Маршала Говорова","41,46,48,","59.879000,30.266900"
6189,Троллейбус,Остановка,Ул. Маршала Говорова ,Ул. Маршала Говорова,"улица Васи Алексеева, улица Маршала Говорова","41,46,48,","59.878500,30.267900"
6190,Трамвай,Остановка,Ул. Маршала Говорова ,Ул. Маршала Говорова,"Трефолева ул., Маршала Говорова ул.","36,41,","59.889100,30.276720"
6191,Трамвай,Остановка,Ул. Маршала Говорова ,Ул. Маршала Говорова,"Новостроек ул., Маршала Говорова ул.","36,41,","59.875906,30.263878"
6192,Автобус,Остановка,УЛ. МАРШАЛА ЗАХАРОВА,УЛ. МАРШАЛА ЗАХАРОВА,"Доблести ул., Маршала Захарова ул.","2,2А,142,160,","59.857012,30.175890"
6193,Автобус,Остановка,УЛ. МАРШАЛА ЗАХАРОВА,УЛ. МАРШАЛА ЗАХАРОВА,"Доблести ул., Маршала Захарова ул.","2А,83,142,","59.857734,30.174417"
6194,Автобус,Остановка,УЛ. МАРШАЛА ЗАХАРОВА,УЛ. МАРШАЛА ЗАХАРОВА,"проспект Маршала Жукова, улица Маршала Захарова","83,87,111,142,160,201,229,","59.848943,30.216769"
6195,Троллейбус,Остановка,УЛ. МАРШАЛА ЗАХАРОВА,УЛ. МАРШАЛА ЗАХАРОВА,"проспект Героев, улица Маршала Захарова",41,"59.859747,30.158073"
6196,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА [2, 229]",УЛ. МАРШАЛА ЗАХАРОВА,"Доблести ул., Маршала Захарова ул.",2,"59.857893,30.176769"
6197,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА, 14","УЛ. МАРШАЛА ЗАХАРОВА, 14",,"2А,83,142,","59.857992,30.163994"
6198,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА, 18","УЛ. МАРШАЛА ЗАХАРОВА, 18",,"2А,83,142,","59.857887,30.169380"
6199,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,19","УЛ. МАРШАЛА ЗАХАРОВА,19",Маршала Захарова ул.,"83,160,","59.854229,30.191814"
6200,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,19","УЛ. МАРШАЛА ЗАХАРОВА,19",Маршала Захарова ул.,"83,160,","59.853748,30.192270"
6201,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,33 [142]","УЛ. МАРШАЛА ЗАХАРОВА,33",Маршала Захарова ул.,"83,111,142,160,","59.850640,30.207350"
6202,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,33 [142]<","УЛ. МАРШАЛА ЗАХАРОВА,33",Маршала Захарова ул.,"83,87,111,142,160,","59.850287,30.207778"
6203,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,УГ. УЛ. ДЕСАНТНИКОВ [142]","УЛ. МАРШАЛА ЗАХАРОВА,УГ. УЛ. ДЕСАНТНИКОВ","Десантников ул., Маршала Захарова ул.","111,142,","59.851853,30.198565"
6204,Автобус,Остановка,"УЛ. МАРШАЛА ЗАХАРОВА,УГ. УЛ. ДЕСАНТНИКОВ [142]<","УЛ. МАРШАЛА ЗАХАРОВА,УГ. УЛ. ДЕСАНТНИКОВ","Маршала Захарова ул., Десантников ул.","83,87,111,142,160,","59.852008,30.199972"
6205,Автобус,Остановка,УЛ. МАРШАЛА КАЗАКОВА [2],УЛ. МАРШАЛА КАЗАКОВА,"Маршала Жукова пр., Маршала Казакова ул.","2,111,","59.860032,30.234118"
6206,Автобус,Остановка,УЛ. МАРШАЛА КАЗАКОВА [2]<,УЛ. МАРШАЛА КАЗАКОВА,"Маршала Жукова пр., Маршала Казакова ул.","2,2А,111,201,229,","59.859042,30.231771"
6207,Автобус,Остановка,УЛ. МАРШАЛА КАЗАКОВА УГ. ПР. ГЕРОЕВ,УЛ. МАРШАЛА КАЗАКОВА УГ. ПР.,"улица Маршала Казакова, проспект Героев","К-45,83,","59.868254,30.169144"
6208,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА, 24 []<","УЛ. МАРШАЛА КАЗАКОВА, 24",Маршала Казакова ул.,"26,300,","59.859579,30.227026"
6209,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА, 44/1","УЛ. МАРШАЛА КАЗАКОВА, 44/1","улица Маршала Казакова, Брестский бульвар","26,300,","59.860500,30.203640"
6210,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА, 44/1","УЛ. МАРШАЛА КАЗАКОВА, 44/1","улица Маршала Казакова, Брестский бульвар","26,300,","59.861016,30.203208"
6211,Автобус,Остановка,УЛ. ДОБЛЕСТИ,"УЛ. МАРШАЛА КАЗАКОВА, УГ. УЛ. ДОБЛЕСТИ","улица Доблести, улица Маршала Казакова","83,300,","59.865176,30.182563"
6212,Автобус,Остановка,УЛ. МАРШАЛА КАЗАКОВА,"УЛ. МАРШАЛА КАЗАКОВА, УГ. УЛ. ДОБЛЕСТИ","улица Маршала Казакова, улица Доблести",300,"59.864982,30.183850"
6213,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА,10 [229]<","УЛ. МАРШАЛА КАЗАКОВА,10",Маршала Казакова ул.,"2А,26,201,229,300,","59.859692,30.240554"
6214,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА,10 []","УЛ. МАРШАЛА КАЗАКОВА,10",Маршала Казакова ул.,"2А,26,201,229,300,","59.859420,30.241000"
6215,Автобус,Остановка,"УЛ. МАРШАЛА КАЗАКОВА,70","УЛ. МАРШАЛА КАЗАКОВА,70",улица Маршала Казакова,83,"59.866886,30.175238"
6216,Автобус,Остановка,УЛ. МАРШАЛА НОВИКОВА,УЛ. МАРШАЛА НОВИКОВА,"Королева пр., Маршала Новикова ул.","79,85,134Б,К-232,","60.013179,30.267912"
6217,Автобус,Остановка,УЛ. МАРШАЛА НОВИКОВА,УЛ. МАРШАЛА НОВИКОВА,"ул. Маршала Новикова, пр. Испытателей","122,182,194,","60.008175,30.265887"
6218,Автобус,Остановка,УЛ. МАРШАЛА НОВИКОВА,УЛ. МАРШАЛА НОВИКОВА,"Парашютная улица, улица Маршала Новикова","9,135,184,194,","60.018487,30.270943"
6219,Автобус,Остановка,УЛ. МАРШАЛА НОВИКОВА,УЛ. МАРШАЛА НОВИКОВА,"Маршала Новикова ул., Королева пр.","85,122,182,184,194,","60.013254,30.268866"
6220,Автобус,Остановка,УЛ. МАРШАЛА НОВИКОВА,УЛ. МАРШАЛА НОВИКОВА,"Королева пр., Маршала Новикова ул.","79,134А,184,К-232,","60.012495,30.269970"
6221,Автобус,Остановка,"УЛ. МАРШАЛА НОВИКОВА [9, 85, 127, 171, 134]",УЛ. МАРШАЛА НОВИКОВА,"Автобусная ул., Маршала Новикова ул.","40,127,171,","60.027630,30.274238"
6222,Автобус,Остановка,"УЛ. МАРШАЛА НОВИКОВА [9, 85, 127, 171, 134]<",УЛ. МАРШАЛА НОВИКОВА,"Маршала Новикова ул., Автобусная ул.","40,127,171,","60.027072,30.274701"
6223,Троллейбус,Остановка,Ул. Маршала Новикова ,Ул. Маршала Новикова,"Королева, Маршала Новикова","25,50,","60.012506,30.270253"
6224,Троллейбус,Остановка,Ул. Маршала Новикова ,Ул. Маршала Новикова,"Королева, Маршала Новикова","25,50,","60.013128,30.267928"
6225,Трамвай,Остановка,Ул. Маршала Новикова ,Ул. Маршала Новикова,"Испытателей, Маршала Новикова","47,55,","60.006978,30.267100"
6226,Трамвай,Остановка,Ул. Маршала Новикова ,Ул. Маршала Новикова,"Испытателей, Маршала Новикова","47,55,","60.007208,30.265869"
6227,Автобус,Остановка,"УЛ. МАРШАЛА НОВИКОВА, 4","УЛ. МАРШАЛА НОВИКОВА, 4","Маршала Новикова ул., Уточкина улица","122,182,194,","60.010132,30.266958"
6228,Автобус,Остановка,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,"Маршала Тухачевского ул., Буренина ул.","К-28,","59.970375,30.423385"
6229,Автобус,Остановка,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,"Маршала Тухачевского ул., Буренина ул.","К-28,181,183,","59.970356,30.423911"
6230,Автобус,Остановка,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,УЛ. МАРШАЛА ТУХАЧЕВСКОГО,"ул. Маршала Тухачевского, ул. Буренина","55,181,183,","59.970511,30.422500"
6231,Автобус,Остановка,"УЛ. МАРШАЛА ТУХАЧЕВСКОГО [106, 174]<",УЛ. МАРШАЛА ТУХАЧЕВСКОГО,"Революции ш., Маршала Тухачевского ул.",106,"59.959944,30.430184"
6232,Автобус,Остановка,"УЛ. МАРШАЛА ТУХАЧЕВСКОГО [132, 133]",УЛ. МАРШАЛА ТУХАЧЕВСКОГО,"Пискаревский пр., Маршала Тухачевского ул.","132,133,","59.973759,30.414617"
6233,Автобус,ДС,УЛ. МАРШАЛА ТУХАЧЕВСКОГО ,УЛ. МАРШАЛА ТУХАЧЕВСКОГО ,"Маршала Тухачевского ул., Львовская ул.","55,181,183,","59.969521,30.421212"
6234,Автобус,Остановка,"УЛ. МАССАЛЬСКОГО [145, 165, 482, 484, 482а, 482в, 484б, 487, 487]",УЛ. МАССАЛЬСКОГО,"Таллинское ш., Массальского ул.","145,145А,147,149,149А,165,301,442,458,458Б,481,482,482В,484,487,","59.738577,30.090016"
6235,Автобус,Остановка,"УЛ. МАССАЛЬСКОГО [145, 165, 482, 484, 482а, 482в, 484б, 487, 487]<",УЛ. МАССАЛЬСКОГО,"Таллинское ш., Нагорная ул.","145,145А,147,149,149А,165,301,442,458,458Б,481,482,482В,484,487,","59.739507,30.091206"
6236,Автобус,Остановка,УЛ. МАТРОСА ЖЕЛЕЗНЯКА,УЛ. МАТРОСА ЖЕЛЕЗНЯКА,"ул. Матроса Железняка, Коломяжский проспект","79,122,","59.992878,30.300910"
6237,Автобус,Остановка,УЛ. МАЯКОВСКОГО [22]<,УЛ. МАЯКОВСКОГО,"Некрасова ул., Маяковского ул.",15,"59.938724,30.356807"
6238,Автобус,Остановка,"УЛ. МАЯКОВСКОГО, УГ. УЛ. ЖУКОВСКОГО","УЛ. МАЯКОВСКОГО, УГ. УЛ. ЖУКОВСКОГО","Жуковского ул., Маяковского ул.",22,"59.935826,30.355497"
6239,Автобус,Остановка,УЛ. МИРА,УЛ. МИРА,,315,"60.141982,30.018036"
6240,Автобус,Остановка,УЛ. МИРА,УЛ. МИРА,,315,"60.142459,30.016589"
6241,Автобус,Остановка,"УЛ. МИРА, 6","УЛ. МИРА, 6","улица Мира, Ландышевая улица",320,"60.199390,29.687415"
6242,Автобус,Остановка,УЛ. МИХАИЛА ДУДИНА УГ. ПР. ЭНГЕЛЬСА,УЛ. МИХАИЛА ДУДИНА УГ. ПР. ЭНГЕЛЬСА,"проспект Энгельса, улица Михаила Дудина",198,"60.065536,30.344165"
6243,Автобус,Остановка,"УЛ. МИХАИЛА ДУДИНА, 25","УЛ. МИХАИЛА ДУДИНА, 25",улица Михаила Дудина,"104,113,198,","60.070109,30.327872"
6244,Автобус,Остановка,"УЛ. МИХАЙЛОВА [106, 107, 133]<",УЛ. МИХАЙЛОВА,"Комсомола ул., Михайлова ул.","28,37,106,107,133,","59.954476,30.363692"
6245,Автобус,Остановка,УЛ. МОИСЕЕНКО,УЛ. МОИСЕЕНКО,"ул. Новгородская, ул. Моисеенко","15,55,","59.937800,30.387312"
6246,Автобус,Остановка,УЛ. МОИСЕЕНКО [15],УЛ. МОИСЕЕНКО,"Новгородская ул., Моисеенко ул.","15,46,55,","59.937181,30.386646"
6247,Автобус,Остановка,УЛ. МОЛДАГУЛОВОЙ,УЛ. МОЛДАГУЛОВОЙ,"Большеохтинский проспект, ул. Молдагуловой","105,181,","59.947762,30.409392"
6248,Автобус,Остановка,"УЛ. МОРСКОЙ ПЕХОТЫ,6","УЛ. МОРСКОЙ ПЕХОТЫ,6","улица Морской Пехоты, дорога в Угольную гавань",17,"59.862977,30.249763"
6249,Автобус,Остановка,"УЛ. МОРСКОЙ ПЕХОТЫ,6","УЛ. МОРСКОЙ ПЕХОТЫ,6","улица Морской Пехоты, дорога в Угольную гавань",17,"59.863234,30.249341"
6250,Автобус,Остановка,"УЛ. МОСИНА, 24","УЛ. МОСИНА, 24","Мосина ул., наб. Строителей","306,306А,307,312,","60.090440,29.964206"
6251,Автобус,Остановка,"УЛ. МОСИНА, 24","УЛ. МОСИНА, 24","Мосина ул., наб. Строителей","306,309,311,","60.091038,29.964801"
6252,Автобус,Остановка,УЛ. МУРОМЦЕВА,УЛ. МУРОМЦЕВА,"Приморское ш., КАД","307,309,","60.039648,29.978748"
6253,Автобус,Остановка,"УЛ. НАХИМОВА [1, 6]",УЛ. НАХИМОВА,"Наличная ул., Нахимова ул.","1,3М,3МА,6,7,47,100,128,151,К-248,","59.942173,30.231239"
6254,Автобус,Остановка,"УЛ. НАХИМОВА [1, 6]<",УЛ. НАХИМОВА,"Наличная ул., Матросская ул.","1,3М,3МА,6,41,47,","59.943202,30.231287"
6255,Трамвай,Остановка,Ул. Нахимова T ,Ул. Нахимова,"Наличная улица, улица Нахимова","6,40,","59.943042,30.231072"
6256,Трамвай,Остановка,Ул. Нахимова T ,Ул. Нахимова,"Наличная улица, улица Нахимова","6,40,","59.942430,30.231530"
6257,Автобус,Остановка,"УЛ. НАХИМОВА, 11","УЛ. НАХИМОВА, 11","ул. Нахимова, Наличный переулок","7,42,100,128,152,","59.941047,30.223475"
6258,Автобус,Остановка,"УЛ. НАХИМОВА,18 [7]","УЛ. НАХИМОВА,18","Нахимова ул., Наличный пер.","7,41,100,128,151,","59.941427,30.226155"
6259,Автобус,Остановка,УЛ. НЕКРАСОВА [22],УЛ. НЕКРАСОВА,"улица Восстания, Басков переулок","1М,1МБ,22,105,","59.939130,30.360630"
6260,Автобус,Остановка,УЛ. НЕКРАСОВА [22]<,УЛ. НЕКРАСОВА,"улица Восстания, Митавский переулок","1М,1МБ,22,105,","59.940020,30.360360"
6261,Автобус,Остановка,"УЛ. НЕКРАСОВА, 1","УЛ. НЕКРАСОВА, 1","Некрасова ул., Литейный пр.",15,"59.938936,30.349129"
6262,Автобус,Остановка,УЛ. НИКОЛАЯ РУБЦОВА,УЛ. НИКОЛАЯ РУБЦОВА,"улица Фёдора Абрамова, улица Николая Рубцова",198,"60.076079,30.342193"
6263,Автобус,Остановка,Ул. НИКОЛАЯ РУБЦОВА 12,Ул. НИКОЛАЯ РУБЦОВА 12,"улица Николая Рубцова, улица Валерия Гаврилина","104,113,198,К-199,","60.077206,30.335473"
6264,Автобус,Остановка,УЛ. НОВОСЕЛОВ,УЛ. НОВОСЕЛОВ,"Октябрьская набережная, улица Новосёлов",5,"59.882577,30.451529"
6265,Автобус,Остановка,"УЛ. НОВОСЕЛОВ [12, 118]",УЛ. НОВОСЕЛОВ,"Дальневосточный пр., Новоселов ул.","12,97,118,","59.883650,30.467548"
6266,Автобус,Остановка,"УЛ. НОВОСЕЛОВ [12, 118]<",УЛ. НОВОСЕЛОВ,"переулок Челиева, Дальневосточный проспект","12,97,118,","59.885967,30.467105"
6267,Автобус,Остановка,УЛ. НОВОСЕЛОВ []<,УЛ. НОВОСЕЛОВ,"Октябрьская набережная, улица Новосёлов",5,"59.882843,30.450969"
6268,Троллейбус,Остановка,Ул. Новостроек ,Ул. Новостроек,"Автовская улица, улица Новостроек",46,"59.872700,30.274100"
6269,Троллейбус,Остановка,Ул. Новостроек ,Ул. Новостроек,"Автовская улица, улица Новостроек",46,"59.873500,30.275100"
6270,Трамвай,Остановка,Ул. Новостроек ,Ул. Новостроек,"ул. Маршала Говорова, ул. Новостроек","36,41,","59.876350,30.264650"
6271,Автобус,Остановка,"УЛ. О. ДУНДИЧА,УГ. БУДАПЕШТСКОЙ УЛ.","УЛ. О. ДУНДИЧА,УГ. БУДАПЕШТСКОЙ УЛ.","ул. Олеко Дундича, ул. Будапештская","2М,2МА,50,54,56,74,96,157,159,","59.829600,30.405020"
6272,Автобус,Остановка,"УЛ. О. ДУНДИЧА,УГ. БУДАПЕШТСКОЙ УЛ.","УЛ. О. ДУНДИЧА,УГ. БУДАПЕШТСКОЙ УЛ.","Будапештская ул., Олеко Дундича ул.","2М,2МА,50,54,56,74,96,157,159,","59.829198,30.406018"
