Number;Year_Of_Build;Level;Number_Of_Rooms;Distance_To_The_Nearest_MRT-station;Class;Type_Of_Market;Common_Square;Square_Of_Kitchen;Price
14352;2010-2020;middle;two;less than 5 minutes;economy;secondary;68,8;11,4;167151,2
14353;2000-2010;middle;two;less than 5 minutes;economy;secondary;75;15;204000
14354;2000-2010;middle;one;15-30 minutes;economy;secondary;38;9;151315,8
14355;2010-2020;middle;three and more;less than 5 minutes;economy;secondary;95,5;16;134973,8
14358;2000-2010;middle;one;15-30 minutes;economy;secondary;45,3;10,3;143487,9
14359;2000-2010;middle;one;15-30 minutes;economy;secondary;34;8;149411,8
14360;2000-2010;middle;one;15-30 minutes;economy;secondary;40,8;12;134803,9
14362;1960-1980;middle;three and more;15-30 minutes;economy;secondary;57;7;85087,7
14363;2010-2020;middle;three and more;15-30 minutes;economy;secondary;81,4;14,6;117690,4
14364;2010-2020;middle;three and more;15-30 minutes;economy;secondary;74,6;12,4;120241,3
14366;1980-2000;middle;two;30-60 minutes;economy;secondary;45,7;6,8;113785,6
14367;1960-1980;first;two;15-30 minutes;economy;secondary;46,2;7,1;110389,6
14370;1960-1980;middle;three and more;15-30 minutes;economy;secondary;58;8,5;87931
14373;2010-2020;middle;three and more;15-30 minutes;economy;secondary;83,1;16,4;122021,7
14375;2000-2010;middle;three and more;15-30 minutes;economy;secondary;107,6;16,8;157899,6
14376;1960-1980;last;three and more;less than 5 minutes;economy;secondary;41,5;5,5;113253
14377;2010-2020;middle;three and more;15-30 minutes;economy;secondary;93,4;13,6;119807,3
14383;1980-2000;middle;one;less than 5 minutes;economy;secondary;41,4;10,1;119565,2
14386;2010-2020;middle;one;15-30 minutes;economy;secondary;34,9;10,4;111747,9
14388;2010-2020;middle;two;15-30 minutes;economy;secondary;77,4;19,5;120671,8
14392;2010-2020;middle;three and more;15-30 minutes;economy;secondary;83,3;16,4;115366,1
14395;2010-2020;middle;three and more;15-30 minutes;economy;primary;81,5;14,6;117546
14397;2010-2020;middle;one;5-15 minutes;economy;secondary;33;10;160606,1
14398;2010-2020;middle;two;15-30 minutes;economy;secondary;57,9;10,8;121761,7
14399;1960-1980;last;three and more;15-30 minutes;economy;secondary;59;6;88135,6
14400;2000-2010;middle;two;less than 5 minutes;economy;secondary;51;7;133333,3
14401;1980-2000;last;two;5-15 minutes;economy;secondary;53;8;141509,4
14403;2010-2020;middle;one;15-30 minutes;economy;secondary;40,5;10,8;130864,2
14404;2010-2020;middle;one;30-60 minutes;economy;secondary;35,4;10,6;131355,9
14408;2010-2020;middle;one;15-30 minutes;economy;secondary;32;8;131250
14409;2000-2010;middle;one;15-30 minutes;economy;secondary;38;12;138421,1
14410;1980-2000;middle;one;15-30 minutes;economy;secondary;46;13,4;99782,6
14412;2010-2020;middle;one;15-30 minutes;economy;secondary;22,5;3;140444,4
14413;2000-2010;middle;three and more;less than 5 minutes;economy;secondary;90,8;10,8;168502,2
14414;2010-2020;middle;one;less than 5 minutes;economy;secondary;23,9;5;133514,6
14420;2000-2010;middle;one;less than 5 minutes;economy;secondary;49,2;13;140243,9
14423;2010-2020;middle;three and more;15-30 minutes;economy;secondary;80,9;14,6;114709,5
14428;2010-2020;middle;two;15-30 minutes;economy;secondary;60;14;95000
14430;2000-2010;middle;two;5-15 minutes;economy;secondary;62,8;10,8;130414
14431;2010-2020;middle;three and more;15-30 minutes;economy;secondary;83,3;16,4;116446,6
14432;1980-2000;middle;three and more;30-60 minutes;economy;secondary;62;12;114516,1
14433;2010-2020;middle;one;5-15 minutes;economy;secondary;56,9;12,8;153602,8
14434;1960-1980;first;two;less than 5 minutes;economy;secondary;49,5;6,3;104848,5
14436;1960-1980;middle;two;less than 5 minutes;economy;secondary;44;6;111363,6
14437;2010-2020;middle;three and more;less than 5 minutes;economy;secondary;105;16;190476,2
14440;1960-1980;middle;two;15-30 minutes;economy;secondary;57;7;96140,4
14441;2010-2020;middle;one;15-30 minutes;economy;secondary;39,7;10,5;129219,1
14442;2010-2020;middle;two;15-30 minutes;economy;secondary;55,7;9,2;125134,6
14443;2010-2020;first;three and more;15-30 minutes;economy;secondary;78,9;13,4;106590,6
14445;1960-1980;middle;one;5-15 minutes;economy;secondary;31,2;5,6;133012,8
14446;2010-2020;middle;three and more;15-30 minutes;economy;secondary;85,6;24,7;116355,1
14447;1960-1980;last;one;15-30 minutes;economy;secondary;24;5;137500
14450;1980-2000;middle;two;15-30 minutes;economy;secondary;52;7;109615,4
14453;2010-2020;middle;two;5-15 minutes;economy;secondary;65,5;13,3;175572,5
14454;2010-2020;middle;two;5-15 minutes;economy;secondary;48,6;10,2;148148,1
14455;2000-2010;middle;one;15-30 minutes;economy;secondary;44,3;15;172686,2
14458;2010-2020;middle;one;15-30 minutes;economy;secondary;37,3;8,5;121983,9
14460;2010-2020;middle;one;15-30 minutes;economy;secondary;34;10;102941,2
14461;2000-2010;middle;two;5-15 minutes;economy;secondary;76,4;15,3;117801
14466;1960-1980;middle;three and more;15-30 minutes;economy;secondary;58;6;81034,5
14470;1960-1980;first;two;5-15 minutes;economy;secondary;44;7;93181,8
14473;2010-2020;middle;one;5-15 minutes;economy;secondary;42;10;195238,1
14474;1960-1980;middle;two;15-30 minutes;economy;secondary;41,4;4,9;117149,8
14476;1980-2000;middle;two;30-60 minutes;economy;secondary;45;6;110666,7
14477;2010-2020;middle;one;15-30 minutes;economy;secondary;41,9;13,4;198090,7
14478;1980-2000;first;three and more;15-30 minutes;economy;secondary;89;8,7;110101,1
14481;2010-2020;middle;one;15-30 minutes;economy;secondary;34,3;10,7;106414
14489;2010-2020;middle;one;15-30 minutes;economy;secondary;45,5;13,1;208791,2
14491;1960-1980;middle;two;15-30 minutes;economy;secondary;45;6;98888,9
14492;2010-2020;middle;two;15-30 minutes;economy;secondary;70;15,5;195714,3
14495;2010-2020;middle;three and more;5-15 minutes;economy;secondary;78;12;123974,4
14498;1960-1980;last;two;15-30 minutes;economy;secondary;44,1;6,3;97505,7
14499;2010-2020;middle;one;less than 5 minutes;economy;secondary;26,1;5;133716,5
14502;1960-1980;middle;two;5-15 minutes;economy;primary;52;12;96111,5
14504;1980-2000;first;one;less than 5 minutes;economy;secondary;20,5;2;119512,2
14524;2010-2020;middle;two;30-60 minutes;economy;secondary;56;8,7;96428,6
14526;1960-1980;middle;three and more;5-15 minutes;economy;secondary;100,5;9,2;98507,5
14527;2010-2020;middle;one;5-15 minutes;economy;secondary;44,8;11,6;120758,9
14528;2010-2020;middle;two;15-30 minutes;business;secondary;72;15;115972,2
14529;2000-2010;middle;three and more;15-30 minutes;economy;secondary;113,7;14,1;112577
14537;2010-2020;middle;one;15-30 minutes;comfort;secondary;40;10;107500
14543;2000-2010;middle;one;15-30 minutes;economy;secondary;44,2;12,4;151583,7
14544;2000-2010;middle;two;15-30 minutes;economy;secondary;45;17,5;150000
14545;2000-2010;last;three and more;15-30 minutes;economy;secondary;81;11;117284
14549;1960-1980;middle;two;15-30 minutes;economy;secondary;45;6;105555,6
14550;2010-2020;middle;two;15-30 minutes;economy;secondary;62,5;13,3;100640
14551;1960-1980;last;two;5-15 minutes;economy;secondary;45,3;6,4;92715,2
14554;1960-1980;middle;three and more;5-15 minutes;economy;secondary;62,9;6,2;111128,8
14560;1960-1980;middle;three and more;15-30 minutes;economy;secondary;57,7;6;81455,8
14564;2010-2020;middle;one;15-30 minutes;economy;primary;28;4;119285,7
14566;1960-1980;middle;one;15-30 minutes;economy;secondary;31;8;119354,8
14567;2010-2020;middle;one;5-15 minutes;comfort;secondary;37,7;15,7;153580,9
14572;1980-2000;middle;two;less than 5 minutes;economy;secondary;52;8;141346,2
14574;1960-1980;middle;one;5-15 minutes;economy;secondary;30,6;5,7;117320,3
14587;2000-2010;first;one;less than 5 minutes;economy;secondary;25,8;4;116240,3
14590;1960-1980;middle;two;less than 5 minutes;economy;secondary;45;7,2;105555,6
14592;2010-2020;middle;one;30-60 minutes;economy;secondary;34,5;7,5;124637,7
14593;2010-2020;middle;two;15-30 minutes;economy;secondary;57;12;87701,8
14595;1960-1980;middle;one;15-30 minutes;economy;secondary;29,3;7;143344,7
14596;2000-2010;middle;one;5-15 minutes;economy;secondary;47;14;134016,3
14599;1960-1980;middle;three and more;5-15 minutes;economy;secondary;76;16;98026,3
14601;2010-2020;middle;two;30-60 minutes;economy;secondary;65;14;101538,5
14606;2010-2020;middle;two;15-30 minutes;economy;secondary;58;15;103086,2
14607;2010-2020;middle;one;15-30 minutes;economy;secondary;34;10;105882,4
14609;2010-2020;middle;one;15-30 minutes;economy;secondary;42,2;19,7;118483,4
14610;2010-2020;middle;two;15-30 minutes;economy;secondary;59,5;10,4;110588,2
14620;1960-1980;middle;two;30-60 minutes;economy;secondary;44,7;8,1;100671,1
14624;2010-2020;middle;one;15-30 minutes;economy;secondary;31,4;10,1;132802,5
14632;1980-2000;first;three and more;5-15 minutes;economy;secondary;81;9;129629,6
14634;2010-2020;middle;one;15-30 minutes;economy;secondary;40,7;11,7;122113
14635;2010-2020;middle;one;15-30 minutes;economy;secondary;48,7;24,3;100000
14639;1960-1980;last;two;15-30 minutes;economy;secondary;46;6;115195,7
14640;2010-2020;middle;two;15-30 minutes;economy;secondary;69;10;149275,4
14642;2010-2020;middle;three and more;15-30 minutes;economy;secondary;83,2;16,4;123798,1
14643;2010-2020;middle;one;5-15 minutes;economy;secondary;81,3;38,6;120910,2
14646;2010-2020;middle;one;15-30 minutes;economy;secondary;28;6,4;157142,9
14648;2010-2020;middle;one;5-15 minutes;economy;secondary;29;5;142689,7
14653;2010-2020;middle;three and more;15-30 minutes;economy;secondary;84;14,2;67261,9
14658;2010-2020;middle;three and more;5-15 minutes;economy;secondary;126;13;134127
14664;1960-1980;last;three and more;5-15 minutes;economy;secondary;56;7;104464,3
14666;1960-1980;middle;two;30-60 minutes;economy;secondary;45,5;7;102197,8
14667;2010-2020;middle;three and more;15-30 minutes;economy;secondary;77,5;19,5;118193,5
14671;2010-2020;middle;two;5-15 minutes;economy;secondary;60;10;136666,7
14674;2010-2020;middle;one;5-15 minutes;comfort;secondary;39,2;9,3;155612,2
14686;1960-1980;middle;three and more;15-30 minutes;economy;secondary;61;6,1;90163,9
14688;1960-1980;middle;two;less than 5 minutes;economy;secondary;40,2;6,1;121641,8
14690;2010-2020;last;one;5-15 minutes;economy;secondary;43;12,4;150930,2
14691;1960-1980;last;two;5-15 minutes;economy;secondary;41;5,6;114390,2
14693;2010-2020;middle;one;15-30 minutes;economy;primary;41;13;90000
14708;2010-2020;middle;two;less than 5 minutes;economy;primary;68,3;11,2;170322,1
14714;2010-2020;middle;one;15-30 minutes;economy;secondary;33,4;9,3;103293,4
14716;2000-2010;first;two;5-15 minutes;economy;secondary;38;8;135526,3
14717;2010-2020;middle;three and more;5-15 minutes;economy;secondary;94;21,5;153723,4
14721;2010-2020;middle;one;15-30 minutes;economy;secondary;38;10;103947,4
14722;1980-2000;middle;three and more;15-30 minutes;economy;secondary;73,2;8,5;76502,7
14725;2000-2010;middle;one;15-30 minutes;economy;secondary;48;12,6;108166,7
14730;1960-1980;middle;two;15-30 minutes;economy;secondary;46;7,2;109782,6
14737;2010-2020;first;two;30-60 minutes;economy;secondary;121;19,8;87147,2
14743;1960-1980;middle;one;5-15 minutes;economy;secondary;43;16;62790,7
14750;1960-1980;first;three and more;30-60 minutes;economy;secondary;60,5;6,3;99173,6
14752;2010-2020;middle;one;5-15 minutes;economy;secondary;28;3;139285,7
14753;2010-2020;middle;one;15-30 minutes;economy;secondary;40;10;105000
14755;2010-2020;middle;three and more;15-30 minutes;economy;secondary;83,3;16,5;115246,1
14758;2010-2020;middle;one;15-30 minutes;economy;secondary;44,2;16;125565,6
14761;2000-2010;middle;three and more;15-30 minutes;economy;primary;100;16;116000
14764;2010-2020;middle;one;15-30 minutes;comfort;secondary;42;12;119047,6
14766;2000-2010;middle;one;15-30 minutes;economy;secondary;37;8;128378,4
14782;2010-2020;first;one;15-30 minutes;economy;secondary;34,9;9,1;118051,6
14783;2010-2020;middle;three and more;15-30 minutes;economy;primary;88;15;82954,5
14791;2010-2020;middle;one;15-30 minutes;economy;primary;39,6;13,8;125000
14792;2010-2020;middle;one;15-30 minutes;economy;primary;34,3;10,3;120241,9
14793;2010-2020;middle;two;15-30 minutes;economy;secondary;60;10,4;121666,7
14795;2000-2010;middle;one;15-30 minutes;comfort;secondary;40,6;11,2;106000
14796;1960-1980;middle;three and more;15-30 minutes;economy;secondary;64;7;98437,5
14797;1960-1980;middle;two;15-30 minutes;economy;secondary;44;6;99318,2
14798;2010-2020;middle;two;30-60 minutes;economy;secondary;60;9;103333,3
14804;2000-2010;middle;two;5-15 minutes;business;secondary;80,4;15,4;121890,5
14809;1960-1980;middle;two;15-30 minutes;economy;secondary;45;7;120000
14816;2010-2020;middle;three and more;15-30 minutes;economy;secondary;100;17;100000
14817;2010-2020;middle;one;5-15 minutes;economy;secondary;53;15;152830,2
14818;2010-2020;middle;two;less than 5 minutes;economy;secondary;56;11;187500
14828;1960-1980;last;two;5-15 minutes;economy;secondary;57;15;98245,6
14830;2010-2020;middle;two;15-30 minutes;economy;primary;83;14,4;131909,6
14839;2000-2010;middle;one;15-30 minutes;economy;secondary;36;11;127777,8
14849;1960-1980;middle;two;5-15 minutes;economy;secondary;48,3;8,4;94202,9
14851;2000-2010;middle;two;less than 5 minutes;economy;secondary;70,8;12,1;126553,7
14853;2010-2020;middle;three and more;15-30 minutes;economy;secondary;85;11;78823,5
14857;1960-1980;middle;one;5-15 minutes;economy;secondary;30,4;8,3;121710,5
14859;1960-1980;middle;two;less than 5 minutes;economy;secondary;50;5,6;144000
14864;2010-2020;middle;two;5-15 minutes;comfort;secondary;60;15;150000
14877;2010-2020;middle;one;15-30 minutes;economy;secondary;27,9;5;136164,9
14880;1960-1980;first;two;less than 5 minutes;economy;secondary;44,6;6,7;125560,5
14885;2000-2010;middle;three and more;15-30 minutes;economy;secondary;80;10,4;102500
14886;1960-1980;first;two;15-30 minutes;economy;secondary;60;15,7;83166,7
14888;2010-2020;middle;three and more;15-30 minutes;economy;secondary;100,1;13,8;149850,1
14889;2010-2020;middle;one;15-30 minutes;economy;secondary;37;9,5;126216,2
14890;1960-1980;middle;three and more;15-30 minutes;economy;secondary;67,9;6,2;95729
14892;2010-2020;middle;three and more;5-15 minutes;economy;primary;77,7;13,3;97812,1
14895;2010-2020;last;one;15-30 minutes;economy;secondary;42;9,9;137619
14896;1960-1980;middle;two;15-30 minutes;economy;secondary;46,5;7,2;102150,5
14898;1960-1980;middle;one;15-30 minutes;economy;secondary;44,6;8,4;105381,2
14910;1960-1980;middle;three and more;less than 5 minutes;economy;secondary;58,8;6,4;90136,1
14911;1980-2000;middle;two;15-30 minutes;economy;secondary;50,6;7,6;102569,2
14917;1980-2000;middle;three and more;5-15 minutes;economy;secondary;65,7;9,5;94368,3
14921;2010-2020;middle;three and more;5-15 minutes;economy;secondary;96;14;187500
14927;2010-2020;middle;one;15-30 minutes;economy;primary;26;5;67307,7
14929;1960-1980;middle;one;15-30 minutes;economy;secondary;30;6;116666,7
14932;1960-1980;middle;two;5-15 minutes;economy;secondary;44,7;6;107382,6
14936;2010-2020;middle;one;30-60 minutes;economy;secondary;36;9,5;111111,1
14937;2000-2010;middle;three and more;15-30 minutes;economy;secondary;94;18;127659,6
14941;2000-2010;middle;one;5-15 minutes;economy;secondary;35;10;140000
14942;2000-2010;middle;one;15-30 minutes;economy;secondary;34,5;10,6;124637,7
14943;1960-1980;middle;two;less than 5 minutes;economy;secondary;43,7;6,6;127002,3
14947;1980-2000;first;three and more;5-15 minutes;economy;secondary;60,7;8,9;92257
14951;2010-2020;middle;one;30-60 minutes;economy;secondary;40;11;122500
14952;2000-2010;middle;one;15-30 minutes;economy;secondary;44,8;11,5;111383,9
14954;2000-2010;middle;one;less than 5 minutes;economy;secondary;26;3,1;145769,2
14956;1960-1980;middle;three and more;15-30 minutes;economy;secondary;84;11;109404,8
14957;1980-2000;middle;two;5-15 minutes;economy;secondary;57;20;97368,4
14959;1960-1980;middle;two;less than 5 minutes;economy;secondary;45,3;6;116777
14960;1960-1980;middle;three and more;30-60 minutes;economy;secondary;62,1;8,1;104669,9
14961;1960-1980;middle;two;5-15 minutes;economy;secondary;42;5,5;104761,9
14962;2010-2020;middle;two;15-30 minutes;economy;secondary;58,8;12;111615,6
14970;1980-2000;middle;three and more;15-30 minutes;economy;secondary;71,6;11;88687,2
14973;1960-1980;last;three and more;5-15 minutes;economy;secondary;57;7;101754,4
14982;2010-2020;middle;one;15-30 minutes;economy;secondary;27,3;19;150183,2
14985;2010-2020;middle;one;15-30 minutes;comfort;secondary;40,6;9,4;150000
14998;2000-2010;middle;two;15-30 minutes;economy;secondary;61,1;12;111293
15003;2010-2020;middle;one;15-30 minutes;economy;secondary;36,8;10,4;135869,6
15011;1980-2000;middle;three and more;30-60 minutes;economy;secondary;86;15;87209,3
15020;2000-2010;middle;one;15-30 minutes;economy;secondary;41;12,6;126829,3
15024;1960-1980;first;three and more;5-15 minutes;economy;secondary;58;6;78448,3
15027;1960-1980;first;three and more;15-30 minutes;economy;secondary;66;9,8;77272,7
15034;1960-1980;middle;one;5-15 minutes;economy;secondary;30;6,7;143333,3
15036;1960-1980;last;two;5-15 minutes;economy;secondary;41,8;5;112440,2
15042;1980-2000;middle;one;5-15 minutes;economy;secondary;39;10,2;123076,9
15052;2000-2010;middle;one;15-30 minutes;economy;secondary;46,6;12,6;101995,7
15053;1960-1980;middle;two;15-30 minutes;economy;secondary;45;4,5;95555,6
15054;1960-1980;middle;one;5-15 minutes;economy;secondary;32;8;128125
15059;2000-2010;middle;one;15-30 minutes;economy;secondary;44;11;138636,4
15066;1960-1980;first;three and more;less than 5 minutes;economy;secondary;62;7;145161,3
15077;1980-2000;last;three and more;5-15 minutes;economy;secondary;72,4;8,4;101519,3
15079;2010-2020;middle;one;30-60 minutes;economy;secondary;25,7;5;103112,8
15080;1960-1980;middle;two;15-30 minutes;economy;secondary;45;6;93333,3
15082;1980-2000;middle;three and more;30-60 minutes;economy;secondary;65;7,4;90769,2
15083;1980-2000;middle;three and more;15-30 minutes;economy;secondary;66,6;9;102102,1
15094;2000-2010;middle;two;less than 5 minutes;economy;secondary;70;18;157000
15102;2000-2010;first;three and more;5-15 minutes;economy;secondary;87,6;11,7;114155,3
15110;1960-1980;middle;one;15-30 minutes;economy;secondary;32;10;118750
15119;1960-1980;first;two;15-30 minutes;economy;secondary;44;6;93181,8
15128;2010-2020;middle;three and more;15-30 minutes;comfort;secondary;72,7;13,3;114993,1
15129;2010-2020;middle;two;15-30 minutes;economy;secondary;60;11,6;72500
15134;2000-2010;middle;two;less than 5 minutes;economy;secondary;86,6;12,6;158198,6
15135;2000-2010;middle;two;15-30 minutes;economy;secondary;74,8;13;117647,1
15136;1960-1980;last;three and more;5-15 minutes;economy;secondary;49;5,3;82653,1
15144;1980-2000;first;one;30-60 minutes;economy;secondary;43,1;6,6;109048,7
15145;2010-2020;middle;three and more;15-30 minutes;economy;secondary;90,1;15;101553,8
15147;2010-2020;middle;one;15-30 minutes;economy;secondary;37,5;10,1;117333,3
15158;2000-2010;middle;one;15-30 minutes;economy;secondary;40,7;11;138820,6
15167;2010-2020;middle;two;less than 5 minutes;economy;secondary;60;11;209166,7
15168;2010-2020;middle;one;15-30 minutes;economy;secondary;39;11;92307,7
15169;2010-2020;middle;two;15-30 minutes;economy;secondary;47,3;12;104651,2
15173;1960-1980;middle;one;5-15 minutes;economy;secondary;44;15;114772,7
15175;2010-2020;middle;one;15-30 minutes;economy;secondary;24,5;4;114081,6
15179;2000-2010;middle;two;15-30 minutes;economy;secondary;68;9;133088,2
15185;1980-2000;last;one;15-30 minutes;economy;secondary;42;14;82142,9
15190;2010-2020;first;one;15-30 minutes;economy;secondary;35;10,5;111428,6
15197;1960-1980;middle;one;15-30 minutes;economy;secondary;30,8;6;136363,6
15200;2010-2020;middle;one;15-30 minutes;economy;secondary;22,5;3;146666,7
15205;2010-2020;middle;two;15-30 minutes;economy;secondary;60;12;90833,3
15207;1980-2000;middle;three and more;15-30 minutes;economy;secondary;94,3;14,7;89077,4
15208;2010-2020;middle;one;30-60 minutes;economy;primary;36,4;10,4;135989
15211;2010-2020;first;one;5-15 minutes;economy;secondary;29,7;5,7;117845,1
15213;2010-2020;middle;one;30-60 minutes;economy;primary;33,1;10,4;135951,7
15217;2010-2020;middle;one;15-30 minutes;economy;primary;36;13;88611,1
15218;1960-1980;first;three and more;15-30 minutes;economy;secondary;57,5;6;89565,2
15222;2000-2010;middle;three and more;15-30 minutes;comfort;secondary;118;13,6;122881,4
15224;1960-1980;first;one;less than 5 minutes;economy;secondary;29,1;5,5;120274,9
15225;2010-2020;middle;one;15-30 minutes;economy;secondary;45;17;96666,7
15227;1960-1980;middle;three and more;15-30 minutes;economy;secondary;77;7,9;97402,6
15228;1960-1980;middle;one;5-15 minutes;economy;secondary;31;6;145161,3
15233;1960-1980;middle;two;5-15 minutes;economy;secondary;44,8;5,5;116071,4
15236;2010-2020;middle;one;15-30 minutes;economy;secondary;47,1;21;132696,4
15239;1980-2000;middle;three and more;5-15 minutes;economy;secondary;67,4;8,2;106824,9
15247;2000-2010;middle;two;30-60 minutes;economy;secondary;51,2;8;126953,1
15249;2000-2010;middle;three and more;15-30 minutes;economy;secondary;100,6;11,9;124254,5
15250;2010-2020;middle;one;15-30 minutes;economy;secondary;25;5;115960
15267;1960-1980;middle;two;15-30 minutes;economy;secondary;50;7;102000
15268;2010-2020;middle;two;15-30 minutes;economy;secondary;57,7;10,7;119410,7
15269;2010-2020;middle;one;15-30 minutes;economy;secondary;36,3;5;123057,9
15273;2010-2020;middle;one;15-30 minutes;economy;primary;24;5;119583,3
15279;2010-2020;middle;one;15-30 minutes;economy;secondary;40;10,4;134750
15287;2010-2020;first;two;15-30 minutes;economy;secondary;52,7;9,4;110626,2
15288;1980-2000;middle;three and more;15-30 minutes;economy;secondary;72;8,3;110416,7
15290;2010-2020;middle;two;15-30 minutes;economy;secondary;57,8;10,8;120934,3
15297;1960-1980;middle;three and more;5-15 minutes;economy;secondary;57;6;109649,1
15299;2010-2020;middle;one;15-30 minutes;economy;secondary;39,2;10,4;129336,7
15302;2010-2020;middle;two;5-15 minutes;economy;secondary;56,4;11;109574,5
15304;2010-2020;middle;one;15-30 minutes;economy;secondary;39,7;11,5;120403
15306;2010-2020;middle;three and more;15-30 minutes;economy;secondary;81,4;14,6;118550,4
15308;2010-2020;middle;two;15-30 minutes;economy;secondary;81;30;179012,3
15309;2010-2020;middle;one;30-60 minutes;economy;primary;37,8;10,5;100000
15311;2010-2020;middle;one;30-60 minutes;economy;primary;32;10;110937,5
15314;1960-1980;middle;three and more;15-30 minutes;economy;secondary;81;15;108024,7
15316;2010-2020;middle;three and more;15-30 minutes;economy;primary;83,4;16,4;117506
15317;2010-2020;middle;two;15-30 minutes;economy;secondary;60,5;10,8;114545,5
15318;1980-2000;middle;two;30-60 minutes;economy;secondary;51,6;9,8;98837,2
15319;1960-1980;first;two;30-60 minutes;economy;secondary;47;6,4;90425,5
15332;2010-2020;middle;one;5-15 minutes;economy;secondary;34;10,5;136764,7
15334;1960-1980;middle;three and more;15-30 minutes;economy;secondary;60,7;6,3;98846,8
15336;2010-2020;middle;one;15-30 minutes;economy;secondary;42,1;11,1;129453,7
15340;2010-2020;middle;one;15-30 minutes;economy;secondary;29,7;5,5;126599,3
15345;1960-1980;middle;three and more;15-30 minutes;economy;secondary;58;7;99137,9
15346;2010-2020;middle;one;15-30 minutes;economy;secondary;46,5;13;116129
15347;2000-2010;middle;one;15-30 minutes;economy;secondary;42;12;116666,7
15349;1960-1980;middle;two;5-15 minutes;economy;secondary;45;5;115555,6
15352;2010-2020;middle;one;15-30 minutes;economy;primary;26,3;5,4;125855,5
15357;2010-2020;middle;one;15-30 minutes;economy;secondary;39,5;7,2;118987,3
15360;2010-2020;middle;one;15-30 minutes;economy;secondary;41,9;12,3;198090,7
15367;1960-1980;first;three and more;5-15 minutes;economy;secondary;53;5,1;131132,1
15370;2010-2020;middle;one;15-30 minutes;economy;secondary;41,1;11,7;122384,4
15381;2010-2020;middle;one;15-30 minutes;economy;secondary;41;11,7;120243,9
15382;1960-1980;first;three and more;5-15 minutes;economy;secondary;88,2;8,9;90691,6
15385;1980-2000;middle;three and more;less than 5 minutes;economy;secondary;84,3;10,2;142348,8
15389;2010-2020;middle;three and more;15-30 minutes;economy;secondary;82,9;16,4;123039,8
15394;2010-2020;middle;one;15-30 minutes;economy;primary;31,8;8,2;97484,3
15414;2010-2020;middle;two;30-60 minutes;comfort;secondary;52,1;14;115163,1
15420;1980-2000;middle;three and more;5-15 minutes;economy;secondary;76,1;8,1;111695,1
15421;1980-2000;middle;one;5-15 minutes;economy;secondary;36,1;7,4;120498,6
15425;2010-2020;middle;three and more;15-30 minutes;economy;primary;87,4;13,8;79707
15426;2010-2020;middle;two;30-60 minutes;economy;primary;66,1;17,5;90771,6
15431;2010-2020;middle;one;15-30 minutes;economy;primary;39,9;13;94925,5
15432;2010-2020;middle;two;15-30 minutes;economy;primary;62,6;10,2;87893,9
15433;1960-1980;middle;two;5-15 minutes;economy;primary;53,3;13;78424
15455;1980-2000;middle;two;30-60 minutes;economy;secondary;55;12;110000
15456;2000-2010;middle;two;less than 5 minutes;economy;secondary;95,1;18,2;168000
15458;2000-2010;middle;one;less than 5 minutes;economy;secondary;54,3;13,7;173000
15459;2000-2010;middle;three and more;15-30 minutes;economy;secondary;105;12,7;91495,2
15460;2010-2020;middle;one;15-30 minutes;economy;secondary;41;10;95122
15461;2000-2010;middle;two;less than 5 minutes;economy;secondary;102,4;14,4;163000
15462;2000-2010;last;one;less than 5 minutes;economy;secondary;55,4;14,1;175000
15463;2000-2010;middle;three and more;less than 5 minutes;economy;secondary;123,4;10,7;158000
15476;2000-2010;middle;three and more;15-30 minutes;economy;secondary;105;12,7;91500
15477;1980-2000;middle;two;5-15 minutes;economy;secondary;52,3;7,4;100956
15487;2010-2020;middle;one;15-30 minutes;economy;secondary;41;9;109756,1
15494;1960-1980;last;three and more;5-15 minutes;economy;secondary;41,4;5,3;92512,1
15497;2010-2020;middle;one;15-30 minutes;economy;secondary;34;11;91176,5
15502;1960-1980;middle;three and more;15-30 minutes;economy;secondary;57,1;5,8;94570,9
15505;2000-2010;middle;one;15-30 minutes;economy;secondary;57,6;12;121354,2
15507;1960-1980;middle;one;15-30 minutes;economy;secondary;28;6;117857,1
15508;2010-2020;middle;three and more;15-30 minutes;economy;secondary;88;12;63863,6
15509;2010-2020;middle;one;15-30 minutes;economy;secondary;32;8,2;107812,5
15511;2010-2020;middle;one;15-30 minutes;economy;secondary;41;9;98780,5
15521;2010-2020;middle;three and more;15-30 minutes;economy;secondary;92,8;24,2;130819
15522;2010-2020;middle;one;30-60 minutes;economy;secondary;33;10;136363,6
15527;1960-1980;middle;two;less than 5 minutes;economy;secondary;43,7;6,6;124714
15534;1960-1980;first;three and more;15-30 minutes;economy;secondary;59,7;6,8;103852,6
15537;1960-1980;middle;three and more;5-15 minutes;economy;secondary;58;5,5;103448,3
15547;2010-2020;middle;one;15-30 minutes;economy;secondary;28,5;5;124660
15555;2010-2020;middle;three and more;30-60 minutes;economy;secondary;80;14;90000
15558;2010-2020;middle;two;5-15 minutes;economy;secondary;72;16;118055,6
15563;1960-1980;middle;three and more;15-30 minutes;economy;secondary;42;5;84523,8
15573;1960-1980;middle;three and more;less than 5 minutes;economy;secondary;48,4;5,5;90909,1
15578;1960-1980;first;two;15-30 minutes;economy;secondary;55;8;107272,7
15584;1960-1980;first;two;5-15 minutes;economy;secondary;46,3;7,2;79913,6
